,prompt,queries,responses,expected_responses
279,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Polar bears live in cold what?
 (A) planets
 (B) planets
 (C) locales
 (D) homes
",D,C
280,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What can reproduce
 (A) Keyboard
 (B) Keyboard
 (C) Deceased cat
 (D) Living dog
",D,D
281,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A new moon can be observed every
 (A) 1 week
 (B) 1 week
 (C) 1 day
 (D) 1 year.
",A,A
282,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: How many times per 365.3 days does an equinox occur?
 (A) 1
 (B) 1
 (C) 2
 (D) 4
",C,C
283,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: It is illegal to kill animals in
 (A) space
 (B) space
 (C) Bluerock
 (D) eleven
",C,A
284,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Quartz can very easily damage
 (A) granite
 (B) granite
 (C) diamonds
 (D) steel
",C,A
285,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which of the following breathes?
 (A) a rope
 (B) a rope
 (C) a saw
 (D) a zebra
",D,D
286,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The moon orbits an object that orbits the
 (A) moon
 (B) moon
 (C) sun
 (D) Mars
",C,C
287,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What dissolves in water when combined?
 (A) iron
 (B) iron
 (C) oil
 (D) plastic
",A,A
288,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Large fluffy clouds in winter may
 (A) burn
 (B) burn
 (C) melt
 (D) precipitate
",D,D
289,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Food is a source of energy for what?
 (A) sand
 (B) sand
 (C) water
 (D) plastic
",C,A
290,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A shrew requires this for survival.
 (A) air
 (B) air
 (C) silicone
 (D) clothes
",A,B
291,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The skeletal system protects the
 (A) stomach
 (B) stomach
 (C) nose
 (D) thighs
",A,B
292,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: seeds are often found inside a
 (A) cherry
 (B) cherry
 (C) olive
 (D) strawberry
",C,B
293,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Elk are protected where?
 (A) nat'l parks
 (B) nat'l parks
 (C) cats
 (D) statues
",A,B
294,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: If a tree falls then it is what?
 (A) expired
 (B) expired
 (C) lush
 (D) growing
",A,B
295,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What contains chlorophyll?
 (A) water
 (B) water
 (C) green organelles
 (D) paper
",C,C
296,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: light can travel through
 (A) rocks
 (B) rocks
 (C) matterless places
 (D) rubber
",C,C
297,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Plants use the water for their
 (A) emotions
 (B) emotions
 (C) buddies
 (D) fare
",The best possible answer is: D,D
298,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Poison causes harm to
 (A) televisions
 (B) televisions
 (C) wombats
 (D) corpses
",C,C
299,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: An example of combined substances could be
 (A) tin
 (B) tin
 (C) cake
 (D) water
",D,C
300,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Metamorphosis is complete at
 (A) embryo
 (B) embryo
 (C) hatching egg
 (D) larva
",C,A
301,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Hummingbirds gather nectar using their
 (A) wings
 (B) wings
 (C) hands
 (D) feet
",A,A
302,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which is likely to be digested?
 (A) water
 (B) water
 (C) hush puppies
 (D) pain
",C,C
303,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What contains seeds
 (A) whole pumpkin
 (B) whole pumpkin
 (C) soda can
 (D) leaf
",A,B
304,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which only needs sparse water?
 (A) frogs
 (B) frogs
 (C) whales
 (D) chuckwallas
",D,D
305,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The most daylight is two months after
 (A) July
 (B) July
 (C) January
 (D) April
",A,D
306,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: When the sun is set it is called what?
 (A) noon
 (B) noon
 (C) morning
 (D) dawn
",D,A
307,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: How many odorant receptors do honey bees have?
 (A) 270
 (B) 270
 (C) 170
 (D) 70
",A,C
308,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The North Star is
 (A) A dog
 (B) A dog
 (C) A cat
 (D) many intergalactic beings
",A,D
309,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What requires energy to move?
 (A) a cloud
 (B) a cloud
 (C) a monkey
 (D) a leaf
",C,C
310,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Dogs reproduce differently from
 (A) wolves
 (B) wolves
 (C) cats
 (D) earthworms
",C,D
311,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: 95% of the world's H2O is found in the
 (A) artic
 (B) artic
 (C) seas
 (D) lakes
",C,C
312,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What is most like a fish?
 (A) a desk
 (B) a desk
 (C) a diva
 (D) a solar system
",C,A
313,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The organ most made of muscle is the
 (A) brain
 (B) brain
 (C) liver
 (D) kidney
",A,A
314,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A bicycle may be used for
 (A) cats
 (B) cats
 (C) coffee grinding
 (D) elephants
",C,C
315,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What do hawks eat?
 (A) bearded dragons
 (B) bearded dragons
 (C) cows
 (D) grass
",A,B
316,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which of these is lacks molecules?
 (A) a dog
 (B) a dog
 (C) a book
 (D) a grape
",C,A
317,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which is a byproduct of a lightbulb?
 (A) death
 (B) death
 (C) warmth
 (D) sound
",C,C
318,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: a complete lunar cycle takes about
 (A) a year
 (B) a year
 (C) a week
 (D) a day
",A,A
319,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Making a pie produces a
 (A) cake
 (B) cake
 (C) lots of sweat
 (D) fear of ovens
",C,A
320,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What is used to catch prey by some birds?
 (A) fire
 (B) fire
 (C) nets
 (D) cups
",C,A
321,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Before it rains water must collect in
 (A) snow.
 (B) snow.
 (C) sleet.
 (D) fog.
",A,A
322,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Some people have an
 (A) extra rib
 (B) extra rib
 (C) snakes for hair
 (D) magic
",C,B
323,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: a carpenter ant requires energy for
 (A) yoga
 (B) yoga
 (C) growth
 (D) patience
",C,C
324,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What forms both valleys and canyons?
 (A) rivers
 (B) rivers
 (C) wind
 (D) tides
",A,B
325,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: When would the mail least likely arrive?
 (A) snow
 (B) snow
 (C) sleet
 (D) rain
",A,A
326,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A compass
 (A) Tracks People
 (B) Tracks People
 (C) Cleans
 (D) Invented in 1905
",The best answer is: D,A
327,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Coal might start out as
 (A) pinecones
 (B) pinecones
 (C) happiness
 (D) a troll
",A,B
328,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: You can find what on the crust of earth
 (A) stars
 (B) stars
 (C) air
 (D) worms
",C,D
329,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Water will always make it's way to the
 (A) moon
 (B) moon
 (C) desert
 (D) ocean
",D,D
330,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A foot uses force on spheres in
 (A) kickball
 (B) kickball
 (C) golf
 (D) hockey
",A,B
331,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Reproduction produces what?
 (A) younglings
 (B) younglings
 (C) flames
 (D) water
",A,B
332,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The elements will over time level
 (A) the seas
 (B) the seas
 (C) god
 (D) giants
",A,A
333,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: June solstice is in winter in
 (A) Canada
 (B) Canada
 (C) New Zealand
 (D) Panama
",C,C
334,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What would a polecat leave in a chair?
 (A) poetry
 (B) poetry
 (C) hair
 (D) dusk
",C,C
335,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: An example of biofuel could be
 (A) the sun
 (B) the sun
 (C) leaves
 (D) the wind
",C,C
336,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: After being driven, a car's hood feels
 (A) hotter
 (B) hotter
 (C) soft
 (D) cold
",A,B
337,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A fan pushes air with
 (A) straw
 (B) straw
 (C) rotating flat surface
 (D) lumber
",C,C
338,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Listeria can make you
 (A) tread water
 (B) tread water
 (C) aroused
 (D) feverish
",D,D
339,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Grow lamps provide artificial sun to
 (A) dogs
 (B) dogs
 (C) succulents
 (D) fish
",C,C
340,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Decomposition is important for
 (A) medicine
 (B) medicine
 (C) sunlight
 (D) food
",D,D
341,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Friction might be
 (A) rubbing knees
 (B) rubbing knees
 (C) Running
 (D) Rainbows
",A,B
342,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Water vapor is an example of what?
 (A) warmth
 (B) warmth
 (C) heat
 (D) coldness
",C,A
343,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What environment is often green?
 (A) ice caps
 (B) ice caps
 (C) city
 (D) desert
",A,A
344,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Some pupa may
 (A) never happen
 (B) never happen
 (C) go into sand
 (D) Eat candy
",C,C
345,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The Earth's energy creates
 (A) Love
 (B) Love
 (C) Anger
 (D) a magnetic creation
",D,D
346,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which is likely born via hatching?
 (A) a goat
 (B) a goat
 (C) a horse
 (D) a cat
",A,A
347,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Landslides effect things like
 (A) the sun
 (B) the sun
 (C) wind
 (D) communities
",D,D
348,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Water will become vapor quicker in
 (A) Earth
 (B) Earth
 (C) Mercury
 (D) Neptune
",C,C
349,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: sound can be heard when it reaches what?
 (A) brain
 (B) brain
 (C) eyes
 (D) neck
",A,A
350,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which energy resource is non-renewable?
 (A) solar
 (B) solar
 (C) water
 (D) wind
",C,A
351,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A  cast iron stove uses what as fuel
 (A) timber
 (B) timber
 (C) light
 (D) sound
",A,B
352,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: An object that contains gas often goes
 (A) forward
 (B) forward
 (C) down
 (D) up
",D,D
353,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Earth is a similar material as
 (A) Jupiter
 (B) Jupiter
 (C) Neptune
 (D) the sun
",A,A
354,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: When is fog most likely to occur
 (A) midnight
 (B) midnight
 (C) 6 p.m.
 (D) noon
",A,B
355,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Humming birds help with the growth of
 (A) cars
 (B) cars
 (C) buildings
 (D) wind
",The best possible answer is: D,A
356,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Female birds sit in what?
 (A) trash cans
 (B) trash cans
 (C) chimneys
 (D) boxes
",D,A
357,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: tuna swim extremely fast to catch
 (A) kelp
 (B) kelp
 (C) anchovies
 (D) starfish
",C,C
358,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Birds feed their babies by
 (A) flying
 (B) flying
 (C) osmosis
 (D) regurgitation
",D,D
359,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which would likely reproduce?
 (A) waterfowl
 (B) waterfowl
 (C) rocks
 (D) rivers
",A,B
360,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which would likely live under a rock?
 (A) a cat
 (B) a cat
 (C) a vole
 (D) a dog
",C,C
361,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Stepping in a lake causes
 (A) ripples
 (B) ripples
 (C) typhoons
 (D) earthquakes
",A,B
362,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Air is considered to be a vehicle for..?
 (A) Wind
 (B) Wind
 (C) Speed
 (D) Sound
",D,D
363,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What requires an electrical conductor?
 (A) rocks
 (B) rocks
 (C) winds
 (D) fires
",A,A
364,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Dead organisms, like trees provide
 (A) families
 (B) families
 (C) love
 (D) heat
",D,A
365,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A source of heat is used to make
 (A) salad
 (B) salad
 (C) lemonade
 (D) pastries
",D,D
366,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Rain and what cause erosion?
 (A) sunlight
 (B) sunlight
 (C) concrete
 (D) drafts
",The best possible answer is A.,D
367,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Rain helps
 (A) communities thrive
 (B) communities thrive
 (C) cooking
 (D) bread
",A,B
368,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which is a cause of greenhouse gases?
 (A) pears
 (B) pears
 (C) boulders
 (D) oaks
",C,A
369,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What would be removed via the kidneys?
 (A) organs
 (B) organs
 (C) blood
 (D) skin
",C,A
370,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Sedimentary rock may be a result of
 (A) old silt
 (B) old silt
 (C) grass
 (D) hay
",A,B
371,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What could be used as a conductor?
 (A) A penny
 (B) A penny
 (C) a cloud
 (D) wood
",A,B
372,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: At what temperature does pure water boil?
 (A) 32°C
 (B) 32°C
 (C) 100°C
 (D) 212°C
",C,C
373,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which of these animals might eat a steak?
 (A) Lion
 (B) Lion
 (C) Cow
 (D) Buffalo
",A,B
374,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What might have more closely packed matter
 (A) wood
 (B) wood
 (C) gold
 (D) water
",C,C
375,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Cameras reflect
 (A) good decisions
 (B) good decisions
 (C) UV rays
 (D) the stars
",C,C
376,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which of the following is a mineral?
 (A) plastic
 (B) plastic
 (C) steel
 (D) wood
",A,A
377,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The amount of transpiration is lower in
 (A) fall
 (B) fall
 (C) winter
 (D) spring
",C,C
378,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Who would refrain from eating a salad?
 (A) cows
 (B) cows
 (C) wolves
 (D) rabbits
",C,C
379,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: You might recycle plastic by creating
 (A) love
 (B) love
 (C) beanies
 (D) the sun
",C,C
380,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The bee provided a valuable service to the
 (A) rock
 (B) rock
 (C) water
 (D) rose
",D,D
381,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A scale can measure
 (A) intentions
 (B) intentions
 (C) guitar picks
 (D) thoughts
",C,C
382,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Volcanoes, have a
 (A) Camels
 (B) Camels
 (C) Emotional experience
 (D) Cigarettes
",The best possible answer is: C,A
383,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Reflectors are used to reflect light on
 (A) paint
 (B) paint
 (C) buses
 (D) birds
",A,C
384,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: An electromagnet contains cylindrical what?
 (A) wind
 (B) wind
 (C) water
 (D) air
",A,A
385,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A ceramic dish from the dishwasher will be
 (A) cold
 (B) cold
 (C) clear
 (D) warm
",D,D
386,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What could be used to fill a beach ball?
 (A) Iron
 (B) Iron
 (C) Oxygen
 (D) Water
",C,C
387,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What eats other animals for food?
 (A) goats
 (B) goats
 (C) rabbits
 (D) elephants
",A,A
388,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: an example of an excellent earth mover is
 (A) dog
 (B) dog
 (C) annelids
 (D) fish
",C,C
389,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: You can make a telescope with a
 (A) Glass
 (B) Glass
 (C) Candle
 (D) mailing tube
",D,D
390,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What are some birds?
 (A) creature eaters
 (B) creature eaters
 (C) fish
 (D) solar
",A,B
391,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What eat other animals?
 (A) bacteria
 (B) bacteria
 (C) flesh eaters
 (D) giraffes
",C,C
392,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What requires energy for survival?
 (A) giraffes
 (B) giraffes
 (C) rocks
 (D) sand
",A,B
393,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Duracell's convert chemicals to
 (A) sunlight
 (B) sunlight
 (C) magic
 (D) voltage
",D,D
394,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: what sheds fur in warm weather?
 (A) a lizard
 (B) a lizard
 (C) a bird
 (D) a fish
",C,A
395,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A skill some humans have is
 (A) vision
 (B) vision
 (C) heart beating
 (D) talking
",D,D
396,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What kind of energy causes evaporation?
 (A) cold
 (B) cold
 (C) sound
 (D) kinetic
",D,A
397,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Two wheeled conveyances are held together by
 (A) tape
 (B) tape
 (C) glue
 (D) gum
",A,A
398,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A source of heat could be
 (A) a fan
 (B) a fan
 (C) holding hands
 (D) a snowflake
",C,C
399,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: the lunar surface contains
 (A) snakes
 (B) snakes
 (C) bumpless regions
 (D) trees
",C,C
400,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A rocket's movement is most like a
 (A) house
 (B) house
 (C) bag of gas
 (D) stone
",C,C
401,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which animal interacts most with a peony?
 (A) bee
 (B) bee
 (C) elephant
 (D) worm
",A,B
402,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Hotter blood is rarely found
 (A) in rats
 (B) in rats
 (C) in humans
 (D) in bears
",C,A
403,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which can is depleted permanently?
 (A) corn
 (B) corn
 (C) polluted water
 (D) coal
",D,D
404,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Poison causes harm to what things?
 (A) mineral
 (B) mineral
 (C) dead
 (D) decaying
",C,A
405,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Unlike CO2, oxygen is a waste product of
 (A) rocks
 (B) rocks
 (C) cactus
 (D) hair
",C,C
406,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Light enters the human eye through the
 (A) pupil.
 (B) pupil.
 (C) iris.
 (D) lens.
",A,B
407,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: I can use electrical energy to
 (A) Swim
 (B) Swim
 (C) bake a bagel
 (D) Rock climb
",C,C
408,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Diamonds are made and dispersed by
 (A) gypsies
 (B) gypsies
 (C) giants
 (D) clouds
",C,A
409,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which was happens most near canyons
 (A) whales
 (B) whales
 (C) riverflow
 (D) fear
",C,C
410,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: something in a cold place becomes what?
 (A) toasty
 (B) toasty
 (C) hot
 (D) chilly
",D,D
411,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: To pass on heat one might
 (A) hold hands
 (B) hold hands
 (C) time travel
 (D) fart
",A,B
412,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Polar bears live in
 (A) snowy areas
 (B) snowy areas
 (C) apartments
 (D) hot areas
",A,B
413,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A type of animal that can shed is a
 (A) monkey
 (B) monkey
 (C) chicken
 (D) salmon
",C,B
414,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The source of a type of energy we use is a
 (A) star
 (B) star
 (C) meteor
 (D) rock
",A,B
415,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which of these is an example of liquid water?
 (A) Ice
 (B) Ice
 (C) Rain
 (D) Steam
",C,C
416,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which of these is the chemical symbol for magnesium?
 (A) Mg
 (B) Mg
 (C) Mn
 (D) Mu
",A,B
417,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What are sources of shelter for small animals?
 (A) wind
 (B) wind
 (C) sun
 (D) air
",C,A
418,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What is most impervious to an ax?
 (A) a neck
 (B) a neck
 (C) a twig
 (D) a boulder
",D,D
419,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: At 30 degress fahrenheit, water is
 (A) solid
 (B) solid
 (C) quenching
 (D) gaseous
",A,B
420,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which plant part is similar to a bird's egg?
 (A) root
 (B) root
 (C) seed
 (D) stem
",C,C
421,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which likely sustains a bamboo shoot?
 (A) bees
 (B) bees
 (C) nutrients
 (D) pandas
",C,C
422,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Where is December warmest?
 (A) Canada
 (B) Canada
 (C) Papua New Guinea
 (D) Israel
",C,C
423,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Reptiles may actually be
 (A) brainless
 (B) brainless
 (C) magical
 (D) pea brained
",D,D
424,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What requires soil to grow?
 (A) car engine
 (B) car engine
 (C) daffodils
 (D) cows
",C,C
425,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Why animal may use a rock as shelter
 (A) Dolphin
 (B) Dolphin
 (C) Seagull
 (D) Dog
",C,A
426,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which is a pollinating creature?
 (A) lions
 (B) lions
 (C) honey makers
 (D) rhinos
",C,C
427,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A lever is used to move objects that are
 (A) light
 (B) light
 (C) short
 (D) round
",A,A
428,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Where does a landslide begin?
 (A) a plain
 (B) a plain
 (C) a mountain
 (D) a basin
",C,C
429,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: matter is made of what?
 (A) sound
 (B) sound
 (C) feelings
 (D) bonds of friendship
","None of the options provided (A, B, C, D) correctly describe what matter is made of. Matter is composed of atoms, which in turn are made of protons, neutrons, and electrons. However, if I must select one of the given choices, I would choose:

A",A
430,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Hot tea works better than cold for dissolving
 (A) ice
 (B) ice
 (C) nuts
 (D) rocks
",A,B
431,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A thing is on fire and afterwards it is
 (A) silly
 (B) silly
 (C) sweet
 (D) seared
",D,D
432,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: You may need a raft after a
 (A) drought
 (B) drought
 (C) meteor shower
 (D) deluge
",D,D
433,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: How many lizards live in desert habitats?
 (A) some
 (B) some
 (C) fifteen
 (D) none
",A,B
434,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: A consumer must locate it's own
 (A) nutrition
 (B) nutrition
 (C) soul
 (D) clothes
",A,B
435,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: What could be a conductor of energy?
 (A) carrots
 (B) carrots
 (C) wood
 (D) cotton
",C,A
436,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: The most popular plant in Italy is
 (A) Basil
 (B) Basil
 (C) Apple Juice
 (D) Metal
",A,B
437,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: If two hawks find a dead fox, they will
 (A) battle
 (B) battle
 (C) starve
 (D) fly
",A,B
438,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Which likely needs the least food?
 (A) a snake
 (B) a snake
 (C) a shark
 (D) a dog
",A,B
439,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: It's wrong to
 (A) cuddle a dog
 (B) cuddle a dog
 (C) love a dog
 (D) stomp a puppy
",D,D
440,I would greatly appreciate it if you could provide an answer to this question,"what is the best possible answer for this question: Safety glasses should be worn around
 (A) bleach
 (B) bleach
 (C) air
 (D) computers
",A,B
