,prompt,queries,responses,expected_responses
269,I would really appreciate if you could answer this question, me too. I hate my computer so much..,Negative,negative
270,I would really appreciate if you could answer this question," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",Negative,negative
271,I would really appreciate if you could answer this question,I sure do hope it becomes 4:20 this afternoon ...,Positive,positive
272,I would really appreciate if you could answer this question, sure i can talk....the fabulous **** part though is out  sorry dear,Negative,neutral
273,I would really appreciate if you could answer this question,has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,Positive,positive
274,I would really appreciate if you could answer this question, I submitted my resume the same day and saw no answer back. Oh well...,Neutral,negative
275,I would really appreciate if you could answer this question,"A little happy for the wine jeje ok it`sm my free time so who cares, jaja i love this day",Positive,positive
276,I would really appreciate if you could answer this question, Already got my ticket; thanks for making sure though!,Positive,positive
277,I would really appreciate if you could answer this question,; keeps getting such delayed responses. why is my internet so messed up?!,Negative,negative
278,I would really appreciate if you could answer this question," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",Positive,positive
279,I would really appreciate if you could answer this question, Hell Yeah!,Positive,neutral
280,I would really appreciate if you could answer this question,It just had to rain on me almost a perfect day now my clothes are wet,Negative,negative
281,I would really appreciate if you could answer this question,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",Neutral,neutral
282,I would really appreciate if you could answer this question,_KittyKat hello new follower  haha!! how are ya?,Positive,positive
283,I would really appreciate if you could answer this question, awww she`s laavly ;) I had to come in  but I`ve got a stunning wee tan (l) ;) yourself?,Positive,positive
284,I would really appreciate if you could answer this question, rofl uh huh,Neutral,positive
285,I would really appreciate if you could answer this question,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,Neutral,neutral
286,I would really appreciate if you could answer this question,I am sooo tired,Negative,negative
287,I would really appreciate if you could answer this question," nothing aimed at you, just joining in...sorry",Neutral,negative
288,I would really appreciate if you could answer this question, LMAO...Ha! No I just simply wanted to go to NY!,Neutral,positive
289,I would really appreciate if you could answer this question,My laptop grew speakers. Now I can watch Charlie with the sound on,Positive,neutral
290,I would really appreciate if you could answer this question,Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving,Negative,neutral
291,I would really appreciate if you could answer this question, Simple my a#@,Neutral,neutral
292,I would really appreciate if you could answer this question, So sorry to hear about your mom! that really sucks,Negative,negative
293,I would really appreciate if you could answer this question, Still jealous,Negative,negative
294,I would really appreciate if you could answer this question,i miss you bby      wish you were going tomorrow to make me do good.,Positive,negative
295,I would really appreciate if you could answer this question,Bouncing Rush makes me feel nauseous,Negative,negative
296,I would really appreciate if you could answer this question,Senior`s last day.,Neutral,neutral
297,I would really appreciate if you could answer this question,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,Negative,negative
298,I would really appreciate if you could answer this question,i hope unni will make the audition . fighting dahye unni !,Positive,positive
299,I would really appreciate if you could answer this question,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",Positive,positive
300,I would really appreciate if you could answer this question,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I`m such a rebel!,Positive,negative
301,I would really appreciate if you could answer this question, l`m on 3 days too matt. No fun this weekend.,Negative,negative
302,I would really appreciate if you could answer this question,"   Sorry, we`ll try to keep it down.",Neutral,negative
303,I would really appreciate if you could answer this question,ohh my tooth is hurts ohh  im sad it very hurts,Negative,negative
304,I would really appreciate if you could answer this question,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,Neutral,neutral
305,I would really appreciate if you could answer this question," You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",Neutral,neutral
306,I would really appreciate if you could answer this question,my boss is bullying me...,Negative,negative
307,I would really appreciate if you could answer this question,That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,Negative,negative
308,I would really appreciate if you could answer this question,totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,Neutral,neutral
309,I would really appreciate if you could answer this question,nooooo its raining......had 2 leave the beach,Negative,negative
310,I would really appreciate if you could answer this question,I have to reupload the **** thing again,Negative,negative
311,I would really appreciate if you could answer this question,im back to this z-index problem...again,Neutral,negative
312,I would really appreciate if you could answer this question,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby",Negative,negative
313,I would really appreciate if you could answer this question,eating ice cream and then getting ready for graduation.,Positive,neutral
314,I would really appreciate if you could answer this question,I hate the dentist,Negative,negative
315,I would really appreciate if you could answer this question,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,Neutral,negative
316,I would really appreciate if you could answer this question, hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,Positive,positive
317,I would really appreciate if you could answer this question, it is ****...u have dissappointed me that past few days,Negative,negative
318,I would really appreciate if you could answer this question,Mmmmmmmm... ? it in the morning,Neutral.,neutral
319,I would really appreciate if you could answer this question, This was funny! I have 7.,Positive,positive
320,I would really appreciate if you could answer this question,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",Positive,positive
321,I would really appreciate if you could answer this question, Thanks for the support,Positive,positive
322,I would really appreciate if you could answer this question," Ha! Thanks Bryan! And don`t remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",Neutral,positive
323,I would really appreciate if you could answer this question,homework on a friday night...lame,Negative,negative
324,I would really appreciate if you could answer this question, Sigh... you know I am...,Neutral,neutral
325,I would really appreciate if you could answer this question,Shopped til i dropped....come bac sunshine i miss u,Neutral,negative
326,I would really appreciate if you could answer this question,is back home now      gonna miss every one,Negative,negative
327,I would really appreciate if you could answer this question," actually, I wish I was back in Tahoe.  I miss it there.",Positive,negative
328,I would really appreciate if you could answer this question, cool i wear black most of the time when i go out,Neutral,neutral
329,I would really appreciate if you could answer this question,Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,Neutral,positive
330,I would really appreciate if you could answer this question, Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.,Neutral,neutral
331,I would really appreciate if you could answer this question, I see you didn`t shave your head. But I *LOVE* the cut.  I`m glad you didn`t shave it. Your hair`s too pretty!,Positive,positive
332,I would really appreciate if you could answer this question," Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.",Neutral,neutral
333,I would really appreciate if you could answer this question,industrial tommorow! oh yeah & I get to go see a bunch of old people go away forever & I will probably cry all over the place.,Neutral,negative
334,I would really appreciate if you could answer this question,2am feedings for the baby are fun when he is all smiles and coos,Positive,positive
335,I would really appreciate if you could answer this question,"can`t believe I just drove all the way back to school...whatever HAPPY MOTHER`S DAY: Mommy, Precious, Candis and Granny",Neutral,positive
336,I would really appreciate if you could answer this question, Hi  how are you doing ???  *just joined twitter...*,Positive,neutral
337,I would really appreciate if you could answer this question,_ nooo  no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO,Negative,negative
338,I would really appreciate if you could answer this question, nah jkin he`s hot! so... bored now,Positive,neutral
339,I would really appreciate if you could answer this question,Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,Negative,negative
340,I would really appreciate if you could answer this question,Hicks are mean!,Negative,negative
341,I would really appreciate if you could answer this question,I`m not sleeping at all until  accepts my appology,Negative,negative
342,I would really appreciate if you could answer this question," So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",Positive,positive
343,I would really appreciate if you could answer this question," Yay, three followers! Good to know more than one person in this big wide world likes fishies.",Positive,positive
344,I would really appreciate if you could answer this question,  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,Positive,negative
345,I would really appreciate if you could answer this question,today is a busy day. exhausting!,Negative,negative
346,I would really appreciate if you could answer this question,"Two months ago, I became irrelevant.",Negative,negative
347,I would really appreciate if you could answer this question,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,Neutral,neutral
348,I would really appreciate if you could answer this question, _ i am glad to break my twitter virginity with you two.,Positive,positive
349,I would really appreciate if you could answer this question,watching the simpsons,Positive,neutral
350,I would really appreciate if you could answer this question,"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory",Positive,positive
351,I would really appreciate if you could answer this question,_Craig_G Hope your enjoying the money..it`s looking real good to me right now,Neutral,positive
352,I would really appreciate if you could answer this question," i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",Neutral,neutral
353,I would really appreciate if you could answer this question," yeah I was thinking about that ,ahaha",Neutral,positive
354,I would really appreciate if you could answer this question, well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,Neutral,positive
355,I would really appreciate if you could answer this question,Morning tweeple,Neutral,positive
356,I would really appreciate if you could answer this question,"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",Positive,positive
357,I would really appreciate if you could answer this question,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,Negative,negative
358,I would really appreciate if you could answer this question,_uts bass love,Positive,positive
359,I would really appreciate if you could answer this question,Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,Positive,positive
360,I would really appreciate if you could answer this question, u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,Negative,negative
361,I would really appreciate if you could answer this question,Finally get to lay down for a bit i have a major headache,Negative,negative
362,I would really appreciate if you could answer this question,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,Neutral,positive
363,I would really appreciate if you could answer this question,I`m taking a twitter break. Cell is dying,Neutral,negative
364,I would really appreciate if you could answer this question,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,Positive,positive
365,I would really appreciate if you could answer this question," woof, I wish I was allowed to go",Negative,positive
366,I would really appreciate if you could answer this question,"okay, i`m out for a while  back later!",Neutral.,neutral
367,I would really appreciate if you could answer this question,Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!,Positive,positive
368,I would really appreciate if you could answer this question,or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,Negative,negative
369,I would really appreciate if you could answer this question,concert tonight  chackin out and not coming tomorrow!,Negative,neutral
370,I would really appreciate if you could answer this question,just came back from karaoke & eating dinner with emily. it was sooooo much fun,Positive,positive
371,I would really appreciate if you could answer this question,_Mounce yes and it lasts way past my bedtime!,Negative,neutral
372,I would really appreciate if you could answer this question,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",Positive,positive
373,I would really appreciate if you could answer this question,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,Positive,positive
374,I would really appreciate if you could answer this question,I`m going home now. Have you seen my new twitter design? Quite....heavenly isn`****?,Positive,positive
375,I would really appreciate if you could answer this question, i talk to you,Positive,neutral
376,I would really appreciate if you could answer this question,"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",Positive,negative
377,I would really appreciate if you could answer this question,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",Positive,positive
378,I would really appreciate if you could answer this question, Hoooray!  I`m hooked already,Positive,neutral
379,I would really appreciate if you could answer this question,Is getting ready for work... Working all weekend,Negative,neutral
380,I would really appreciate if you could answer this question,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",Positive,positive
381,I would really appreciate if you could answer this question,Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,Positive,positive
382,I would really appreciate if you could answer this question,"Family is here,hanging with them",Positive,neutral
383,I would really appreciate if you could answer this question,"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you & ",Positive,positive
384,I would really appreciate if you could answer this question,Cultural tour 102 by loiusa`s family: kangaroo sight-seeing in cemetary. Lovely,Neutral,positive
385,I would really appreciate if you could answer this question, _what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?,Neutral,neutral
386,I would really appreciate if you could answer this question,"Aw, not going to Toronto anymore.",Negative,negative
387,I would really appreciate if you could answer this question, Now you only have 2 hours to sleep...  - Rest if you need it.,Negative,positive
388,I would really appreciate if you could answer this question, i cant call  im at work,Neutral,neutral
389,I would really appreciate if you could answer this question,  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,Neutral,neutral
390,I would really appreciate if you could answer this question,says Happy Mother`s Day to all Moms out there  http://plurk.com/p/stkr2,Positive,positive
391,I would really appreciate if you could answer this question,goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?,Positive,positive
392,I would really appreciate if you could answer this question,"Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc",Neutral,neutral
393,I would really appreciate if you could answer this question,Omg Wango Tango was **** AWSOME! I love my baby for taking me,Positive,positive
394,I would really appreciate if you could answer this question," lol, i`ve done that one b4  i`m a victim 2 that! lol",Neutral,negative
395,I would really appreciate if you could answer this question," Haha I know, I cant handle the fame!  and thank you!",Neutral,positive
396,I would really appreciate if you could answer this question,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",Positive,negative
397,I would really appreciate if you could answer this question, Sadly no. It didn`t come with one...,Negative,negative
398,I would really appreciate if you could answer this question,@_Ra_Ra_ your not alone...i need coffee too.,Positive,neutral
399,I would really appreciate if you could answer this question,third date went well....moving on to fourth!!!!!!,Positive,neutral
400,I would really appreciate if you could answer this question,4am. And Im on the beach. Pretty,Neutral,positive
401,I would really appreciate if you could answer this question,this week of mine was not easy!  but finally it`s over! (:,Positive,negative
402,I would really appreciate if you could answer this question,"just when i thought things couldn`t get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.",Negative,negative
403,I would really appreciate if you could answer this question,is anyone out there??  so bored at work...,Neutral.,negative
404,I would really appreciate if you could answer this question,mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,Negative,negative
405,I would really appreciate if you could answer this question," If you know such agent, do let me know",Neutral.,neutral
406,I would really appreciate if you could answer this question, I don`t have the app that does it,Neutral,neutral
407,I would really appreciate if you could answer this question,i want to go to music tonight but i lost my voice.,Negative,negative
408,I would really appreciate if you could answer this question,happy 1 year! <3,Positive,positive
409,I would really appreciate if you could answer this question,i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,Neutral.,negative
410,I would really appreciate if you could answer this question,Stupid bipolar weather ruined my day off,Negative,negative
411,I would really appreciate if you could answer this question,Its Friday! Only 5 more hours until I`m free!.....until tomorrow.  oh well,Neutral,neutral
412,I would really appreciate if you could answer this question,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,Negative,neutral
413,I would really appreciate if you could answer this question, awesome..am headin there that nite after my grad dinner  c u then boi! hehe,Positive,positive
414,I would really appreciate if you could answer this question, Looking forward to your gig in Ireland!!!  See ya there!,Positive,neutral
415,I would really appreciate if you could answer this question,at least I get to watch over time  Let`s go Pens!!,Positive,neutral
416,I would really appreciate if you could answer this question,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",negative,neutral
417,I would really appreciate if you could answer this question,perky purple nail polish isn`t as perky when its chipped,Negative,neutral
418,I would really appreciate if you could answer this question, thats pretty bad quality and probably the worst pic u posted till date,Negative,negative
419,I would really appreciate if you could answer this question,Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,Negative,negative
420,I would really appreciate if you could answer this question, lucky kid...i so wanna see loserville  pity im in oz....,Neutral,positive
421,I would really appreciate if you could answer this question,"I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.",Negative,neutral
422,I would really appreciate if you could answer this question,"According to , a quarter of families under six live in poverty.",Negative,negative
423,I would really appreciate if you could answer this question,i have no idea what im doing and i am completely lost.,Neutral.,negative
424,I would really appreciate if you could answer this question, Sorry RB is on PS3 for me,Neutral,negative
425,I would really appreciate if you could answer this question,i realy wanted to go out cause its so nice but everybodys busy,Neutral,negative
426,I would really appreciate if you could answer this question,Getting ready for week  Its too nice today to be stuck inside working!,Positive,positive
427,I would really appreciate if you could answer this question,happy mother`s day to all the mothers in the world.,Positive,positive
428,I would really appreciate if you could answer this question, **** i hope theyr all wrong we need him,Positive,negative
429,I would really appreciate if you could answer this question,Good Morning Twits!  Let`s makes today x100 better than the one before! Start runnin,Positive,positive
430,I would really appreciate if you could answer this question, ahaha its stuck in my head; thanxx,Neutral,positive
431,I would really appreciate if you could answer this question,Sick. With a flu like thing.,Negative.,negative
432,I would really appreciate if you could answer this question,Aw. Torn ace of hearts  #Hunchback,Neutral,negative
433,I would really appreciate if you could answer this question,both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,Negative,negative
434,I would really appreciate if you could answer this question,Invisible car helps to boost recycling. Honest   http://twurl.nl/fdgmyo,Positive,positive
435,I would really appreciate if you could answer this question, romance zero is funny,Negative,positive
436,I would really appreciate if you could answer this question,"_Ichigo She tried to carry on aswell, bless, I suppose maybe that`s why kids shouldn`t be in it?",Negative,positive
437,I would really appreciate if you could answer this question,So many tests todayyy  I don`t feel confident about anyy.,Neutral.,negative
438,I would really appreciate if you could answer this question,"Time to watch OP, then some Dead Like Me, then sleep.",Neutral,neutral
439,I would really appreciate if you could answer this question," I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",Neutral,negative
440,I would really appreciate if you could answer this question,Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,Positive,positive
441,I would really appreciate if you could answer this question,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,Neutral,negative
442,I would really appreciate if you could answer this question,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,Negative,neutral
443,I would really appreciate if you could answer this question,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,Negative,negative
444,I would really appreciate if you could answer this question,Crisis: forgot my fringe comb  I`m with men....no one will help me,Negative,negative
445,I would really appreciate if you could answer this question,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,Neutral.,negative
446,I would really appreciate if you could answer this question,I must have just missed   & I guess I scared  & _TX off...  Sorry,Negative,negative
447,I would really appreciate if you could answer this question,"finally gone to the beach, yeaaaah!",Positive,positive
448,I would really appreciate if you could answer this question," *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she`ll grab pity votes like a shark.",Negative,negative
449,I would really appreciate if you could answer this question," oh Marly, I`m so sorry!!  I hope you find her soon!! <3 <3",Positive,neutral
450,I would really appreciate if you could answer this question,Mad tired. But it`s the hols! I miss chomp chomp terribly!,Neutral,negative
451,I would really appreciate if you could answer this question, yes i have read them many times.,Neutral,neutral
452,I would really appreciate if you could answer this question,lost my tooth 2day whilst i was eating gum...oww,Negative,negative
453,I would really appreciate if you could answer this question," Like your pics, Lucky Girl, again",Positive,positive
454,I would really appreciate if you could answer this question, aww thanx andy,Positive,positive
455,I would really appreciate if you could answer this question,I feel really bad for female racoons with abusive racoon husbands... when you always have black eyes- no one can help,Negative,negative
456,I would really appreciate if you could answer this question,Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,Neutral,neutral
457,I would really appreciate if you could answer this question, Both of you,Neutral.,neutral
458,I would really appreciate if you could answer this question,"missed all the awesome weather, because she was in a movie!",Negative,negative
459,I would really appreciate if you could answer this question,Going to miss my roomie ... We will no longer be roomies starting tomorrow,Neutral,negative
460,I would really appreciate if you could answer this question,FTSK and Mercy Mercedes were amazing tonight.. as always,Positive,positive
461,I would really appreciate if you could answer this question, Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,Neutral,positive
462,I would really appreciate if you could answer this question, sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,Neutral,negative
463,I would really appreciate if you could answer this question,"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww",Negative.,neutral
464,I would really appreciate if you could answer this question,really hopes her car`s illness is not terminal...,Negative,negative
465,I would really appreciate if you could answer this question,aww  you loooove me,Positive,positive
466,I would really appreciate if you could answer this question, Have a good one,Positive,positive
467,I would really appreciate if you could answer this question,Ship. I`m stuck.,Neutral,negative
468,I would really appreciate if you could answer this question, boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,Neutral,negative
469,I would really appreciate if you could answer this question,'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,Neutral,negative
470,I would really appreciate if you could answer this question,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",Negative,negative
471,I would really appreciate if you could answer this question,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",Neutral,positive
472,I would really appreciate if you could answer this question,Exam 1 today. Going to get my license renewed  The birthday is getting closer!,Positive,neutral
473,I would really appreciate if you could answer this question," I saw the play of it here, it was amazing",Positive,positive
474,I would really appreciate if you could answer this question," Sons of ****, why couldn`t they put them on the releases we already bought",Negative,negative
475,I would really appreciate if you could answer this question,shower time!!!!!,Positive,neutral
476,I would really appreciate if you could answer this question,meeting just in time that iÃ¯Â¿Â½m trying to win something  prize`s friday!,Positive,neutral
477,I would really appreciate if you could answer this question,   so not close enough that I could run out and get one,Neutral,neutral
478,I would really appreciate if you could answer this question," Every time I have Friday off. Sadly, that`s not too often",Negative,negative
479,I would really appreciate if you could answer this question,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",Neutral,negative
480,I would really appreciate if you could answer this question,I`m poorly and can`t sleep,Negative,negative
481,I would really appreciate if you could answer this question,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",Positive,positive
482,I would really appreciate if you could answer this question, I love to! But I`m only available from 5pm.  and where dear? Would love to help  convert her vids.Ã¯Â¿Â½,Positive,positive
483,I would really appreciate if you could answer this question,im soo bored...im deffo missing my music channels,Negative,negative
484,I would really appreciate if you could answer this question,first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,Negative,negative
485,I would really appreciate if you could answer this question,"_Laurie sending love, blessings & healing thoughts to you & family  peace",Positive,positive
486,I would really appreciate if you could answer this question, fine! Going to do my big walk today 20 or so miles,Positive,positive
487,I would really appreciate if you could answer this question, Congrats on the knottie man!,Positive.,positive
488,I would really appreciate if you could answer this question," http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother`s day!",Positive,positive
489,I would really appreciate if you could answer this question,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",Neutral,negative
490,I would really appreciate if you could answer this question,"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",Negative,neutral
491,I would really appreciate if you could answer this question,Just lost my internet signal  how will life go on,Neutral,negative
492,I would really appreciate if you could answer this question,"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",Negative,neutral
493,I would really appreciate if you could answer this question, i agree with you!,Positive,positive
494,I would really appreciate if you could answer this question,I Miss Daddy and Mommy,Neutral,negative
495,I would really appreciate if you could answer this question, Hello Gorgeous GIRL! Nice new pic!  HOw are you today,Positive,positive
496,I would really appreciate if you could answer this question, I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,Neutral,negative
497,I would really appreciate if you could answer this question,Dinner with the fam... I have missed them,Positive,negative
498,I would really appreciate if you could answer this question, lol same here....wish there was a way to microsize everything...lol,Neutral,neutral
499,I would really appreciate if you could answer this question,Having dinner with my grandma since I couldn`t be with my mum.,Positive,neutral
500,I would really appreciate if you could answer this question," Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting",Neutral,neutral
501,I would really appreciate if you could answer this question,_ranjan Did I ever mention what a nice and awesome dude you are?,Positive,positive
502,I would really appreciate if you could answer this question,I`m starving!! This diet is killing me but I can`t eat after 8pm,Negative,negative
503,I would really appreciate if you could answer this question, I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,Negative,neutral
504,I would really appreciate if you could answer this question," Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",Neutral,neutral
505,I would really appreciate if you could answer this question,check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think,Neutral,neutral
506,I would really appreciate if you could answer this question,:visiting my friendster and facebook,Positive,neutral
507,I would really appreciate if you could answer this question,Bugger. forgot I still have washing in my machine,Neutral,negative
508,I would really appreciate if you could answer this question,Anyone want to buy me this anthropomorphic planter? http://tinyurl.com/m6sru3 Only available till the 31st,Neutral,neutral
509,I would really appreciate if you could answer this question, thanks. before the major chop.,Neutral,neutral
510,I would really appreciate if you could answer this question, I miss u guys too  I prob won`t b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,Neutral,positive
511,I would really appreciate if you could answer this question,Wide awake and grouchy as ****.,Negative,negative
512,I would really appreciate if you could answer this question, what interview! leave me alone,Negative,negative
513,I would really appreciate if you could answer this question,Chilliin,Neutral,positive
514,I would really appreciate if you could answer this question, I think we have it pretty much figured out.  added a box in the Helsinki group where you can see the tweets,Neutral,positive
515,I would really appreciate if you could answer this question, Sounds like me,Neutral,neutral
516,I would really appreciate if you could answer this question,"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  ****",Positive,positive
517,I would really appreciate if you could answer this question,Ok that **** duet was hysterical LOL,Positive,positive
518,I would really appreciate if you could answer this question, Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,Negative,neutral
519,I would really appreciate if you could answer this question,Happy Mothers day to all you Mums out there,Positive,positive
520,I would really appreciate if you could answer this question,I give in to easily,Negative.,negative
521,I would really appreciate if you could answer this question," I`d have responded, if I were going",Negative,neutral
522,I would really appreciate if you could answer this question,I`m up. I have a plan to transform my bedroom today. Random.,Positive,neutral
523,I would really appreciate if you could answer this question," S`ok, trying to plot alternatives as we speak *sigh*",Neutral,negative
524,I would really appreciate if you could answer this question,Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,Negative,negative
525,I would really appreciate if you could answer this question,has a terrible headache.  I need relief!,Negative,negative
526,I would really appreciate if you could answer this question,"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",Negative,neutral
527,I would really appreciate if you could answer this question,jungle book 2 is sooooo cute.. i have nothing to eat or drink,Neutral,positive
528,I would really appreciate if you could answer this question,"Laughing for no reason...maybe its because its 2:27 and I`m tired, haha. Maybe i should go to bed  Night!",Neutral,negative
529,I would really appreciate if you could answer this question,DUSTBIN BABY ON AT 11.30 Cannot wait  x,Positive,positive
530,I would really appreciate if you could answer this question,my nail broke  I haaaaaaaaate,Negative,negative
531,I would really appreciate if you could answer this question,  that`s why I need to be there...To represent the Blackberries,Positive,positive
532,I would really appreciate if you could answer this question,Please read my blog http://amandallynn.blogspot.com/ I`m not having the best day,Neutral,negative
533,I would really appreciate if you could answer this question,Wishing all the mommies out there a very happy day!!!,Positive,positive
534,I would really appreciate if you could answer this question,_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,Neutral,neutral
